drama_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description
Bloody Heart,"['historical', 'drama', 'political']","['power struggle', 'strong female lead', 'royalty', 'joseon dynasty', 'revenge', 'palace setting', 'queen dowager supporting character', 'concubine female lead', 'king male lead', 'historical fiction ']",16,2-May-22,21-Jun-22,"['monday', 'tuesday']",['KBS2'],70,8.2,1737,923,1416,15+ - Teens 15 or older,"7,123","['Lee Joon', 'Kang Han Na', 'Jang Hyuk', 'Park Ji Yeon', 'Heo Sung Tae', 'Ha Do Gwon']","['Disney+ Hotstar', 'Disney+']",7.2,219,"Set in the Joseon Dynasty, King Lee Tae and Queen Jeong draw their swords at each other amid political conflict in this bloody romance."
Bloody Romance,"['military', 'romance', 'drama']","['soldier female lead', 'famous male lead', 'north and south korea', 'tough female lead ']",0,2022,?,N/A,['jTBC'],N/A,N/A,N/A,32098,5949,Not Yet Rated,"1,057","['Nam Gyu Ri', 'Kim Min Seok', 'Choi Hye Jin', 'Song Jae Rim', 'Steven Noh', 'Jung Jin Woo']",[],N/A,N/A,N/A
Blossom Sisters,"['romance', 'drama', 'family']","[""unhealthy mains' relationship"", 'multi-generational', 'marriage of convenience', 'birth secret', 'multiple couples ']",50,30-Jan-10,25-Jul-10,"['saturday', 'sunday']",['MBC'],60,7.5,159,68484,9365,Not Yet Rated,479,"['Lee Yoon Ji', 'Kim Dong Wook', 'Yoo Dong Geun', 'Yang  Mi Kyung', 'Song Sun Mi', 'Maya']",[],N/A,N/A,N/A
Blow Breeze,"['law', 'romance', 'drama', 'melodrama']","[""childhood friends' relationship"", 'secondary couple', 'grandpa-grandson relationship', 'fake identity', 'evil daughter-in-law', 'selfish mother', 'fake daughter', 'family reunion', 'family dispute', 'smart female lead ']",53,27-Aug-16,26-Feb-17,"['saturday', 'sunday']",['MBC'],75,7.1,397,5524,4155,15+ - Teens 15 or older,"1,824","['Son Ho Jun', 'Im Ji Yeon', 'Han Joo Wan', 'Oh Ji Eun', 'Im Soo Hyang', 'Hwang Bo Ra']",[],7.4,30,"A wealthy, elderly man who was born in North Korea and amassed a $100 million fortune in South Korea knows that his time is short. One day, he coincidentally learns that he had a son that he did not know of. The elderly man desperately tries to track down his son but learns that he died. However, the elderly man soon discovers that his son has a daughter who was also defected from North Korea and is currently living in South Korea. Now, the elderly man is seeking to find her whereabouts so that she can inherit his fortune. The story revolves around the long-lost family members and a South Korean man with a North Korean woman who is able to find love by overcoming their differences.

—MBC"
Blue Birthday,"['thriller', 'romance', 'drama', 'fantasy']","['time travel', 'death', 'first love', 'web series', 'mystery', 'suicide', 'secret crush', 'unrequited love', 'love triangle', 'hidden identity ']",16,23-Jul-21,11-Sep-21,"['friday', 'saturday']","['Naver TV Cast', 'Viki']",20,8.2,6167,854,695,15+ - Teens 15 or older,"14,615","['Yeri', 'Yang Hong Seok', 'Lee Sang Jun', 'Kim Yi Seo', 'Kim Gyeol Yu', 'Park Joo Hyun']","['Viki', 'WeTV']",N/A,N/A,N/A
Bodyguard,"['action', 'friendship', 'romance', 'family']","['bodyguard male lead', 'brother-sister relationship ']",22,5-Jul-03,14-Sep-03,"['saturday', 'sunday']",['KBS2'],70,6.9,176,76460,7448,15+ - Teens 15 or older,721,"['Cha Seung Won', 'Im Eun Kyung', 'Han Go Eun', 'Song Il Gook', 'Lee Se Eun', 'Kim Young Ok']",[],N/A,N/A,N/A
Born Again,"['mystery', 'romance', 'fantasy', 'melodrama']","['fated love', 'reincarnation', 'love triangle', 'fate', 'cold man/warm woman', 'character development', 'death', '1980s', 'heart disease', 'second chance ']",32,20-Apr-20,9-Jun-20,"['monday', 'tuesday']",['KBS2'],35,7.3,3697,4857,834,15+ - Teens 15 or older,"12,537","['Jang Ki Yong', 'Jin Se Yeon', 'Lee Soo Hyuk', 'Jung In Kyum', 'Choi Kwang Il', 'Kim Jung Nan']",['Viki'],N/A,N/A,N/A
Bossam: Steal the Fate,"['historical', 'romance', 'life', 'drama']","['joseon dynasty', 'poor male lead', 'nice male lead', 'riches to rags', 'hidden identity', 'remarriage', 'father-son relationship', 'love triangle', 'kidnapping', 'wrongfully accused ']",20,1-May-21,4-Jul-21,"['saturday', 'sunday']","['MBN', 'Viki']",65,7.9,1708,1713,1809,15+ - Teens 15 or older,"5,353","['Jung Il Woo', 'Kwon Yu Ri', 'Shin Hyun Soo', 'Kim Tae Woo', 'Lee Jae Yong', 'Ko Dong Ha']",['Viki'],7.6,197,"Bossam was a custom in Joseon period, in which a bachelor, who missed marriage secretly wrapped up a widow in a blanket at night and made her his wife. This custom changes the fate of Ba Woo when he kidnaps a princess by mistake."
Boys Over Flowers,"['comedy', 'romance', 'youth', 'drama']","['rich man/poor woman', 'adapted from a manga', 'school bullying', 'love triangle', 'high school', 'mean male lead', 'evil parental figure', 'reverse-harem', 'male chases female first', 'first love ']",25,5-Jan-09,31-Mar-09,"['monday', 'tuesday']",['KBS2'],65,7.6,73023,3517,8,15+ - Teens 15 or older,"128,614","['Gu Hye Seon', 'Lee Min Ho', 'Kim Hyun Joong', 'Kim Bum', 'Kim Joon', 'Kim So Eun']","['Apple TV', 'Tubi', 'AsianCrush', 'iflix', 'Hulu', 'Viki', 'WeTV', 'Netflix']",7.9,"12,008","Poor girl attends the elite Shin Hwa High and is bullied by the leader of F4 (the four richest boys). He becomes attracted to her; however, she has a crush on his best friend. Whom will she choose?"
Brain,"['romance', 'drama', 'medical']","['doctor female lead', 'doctor male lead', 'cold male lead', 'disease', 'brain surgery', 'mother-son relationship', 'cold man/warm woman', 'love triangle ']",20,14-Nov-11,17-Jan-12,"['monday', 'tuesday']",['KBS2'],66,7.7,1120,3118,2795,15+ - Teens 15 or older,"3,212","['Shin Ha Kyun', 'Choi Jung Won', 'Jung Jin Young', 'Jo Dong Hyuk', 'Im Ji Eun', 'Lee Seung Joo']",['Viki'],8.2,70,"Lee Kang Hoon (Shin Ha Kyun) is a talented neurosurgeon who graduated from a top medical school and works at the top hospital in Korea, Chunha University Hospital. He has ambitions to become the director at Chunha and would go to great lengths to achieve this. He is obsessed with success, which is probably both his greatest flaw and strength, since it makes him steely and fierce. He finds a hated enemy, a rival and a teacher in Professor Kim Sang Chul (Jung Jin Young), a world famous neurologist whose friendly demeanor and kindness with his patients acts as a stark contrast to Lee Kang Hoon's cold and unforgiving attitude. Yoon Ji Hye (Choi Jung Won) is a third-year resident in the neurosurgery department who is well-liked for her warm bedside manner. She is initially a thorn in Kang Hoon's side with her criticisms of his behavior, but later becomes his staunchest supporter. Seo Joon Suk (Jo Dong Hyuk) is Kang Hoon's classmate and rival in both love and career.

—D-Wiki"
Bravo My Life,"['comedy', 'romance']","['death of a grandmother', 'death of a brother', 'photographer male lead', 'single mother female lead', 'raised by aunt', 'chasing a dream', 'studied abroad', 'adopted male lead', 'positive female lead', 'hit and run ']",120,11-Apr-22,29-Sep-22,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS1'],30,7.8,154,64293,5860,15+ - Teens 15 or older,"1,079","['Nam Sang Ji', 'Yang Byeong Yeol', 'Lee Shi Kang', 'Cha Min Ji', 'Kim Hee Jung', 'Jo Mi Ryung']",['KBS World'],7,11,"A heady drama producer, an assistant director, and an actor who hasn't debuted after seven years in the industry navigate the world of television drama production."
"Bravo, My Life","['comedy', 'romance']","['death of a grandmother', 'death of a brother', 'photographer male lead', 'single mother female lead', 'raised by aunt', 'chasing a dream', 'studied abroad', 'adopted male lead', 'positive female lead', 'hit and run ']",120,11-Apr-22,29-Sep-22,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS1'],30,7.8,154,64293,5860,15+ - Teens 15 or older,"1,079","['Nam Sang Ji', 'Yang Byeong Yeol', 'Lee Shi Kang', 'Cha Min Ji', 'Kim Hee Jung', 'Jo Mi Ryung']",['KBS World'],N/A,N/A,N/A
"Bravo, My Love!","['comedy', 'romance', 'melodrama']","['rich man/poor woman', 'family', 'love triangle', 'ex-spouse relationship', 'nice ex-husband', 'controlling parent', 'goofy male lead', 'second chance romance', 'soap opera', 'infidelity ']",57,16-Jul-11,29-Jan-12,"['saturday', 'sunday']",['MBC'],65,7.1,413,5459,5496,Not Yet Rated,"1,196","['Lee Tae Sung', 'Jin Yi Han', 'Lee Bo Young', 'Bae Jong Ok', 'Ahn Sang Tae', 'Hong Hyun Taek']",[],N/A,N/A,N/A
Bridal Mask,"['action', 'historical', 'romance', 'political']","['japanese colonial rule', 'hidden identity', 'rebellion', 'revenge', 'love triangle', 'murder', 'first love', 'adapted from a manhwa', 'investigation', 'drama ']",28,30-May-12,6-Sep-12,"['wednesday', 'thursday']",['KBS2'],65,8.6,10467,206,310,15+ - Teens 15 or older,"27,037","['Joo Won', 'Jin Se Yeon', 'Park Ki Woong', 'Han Chae Ah', 'Shin Hyun Joon', 'Chun Ho Jin']",['Viki'],8.3,661,"In 1930s Korea, during the Japanese colonial era, a man who is a Korean police officer assigned to aid the Japanese in the annihilation of the local rebellion, secretly dons the 'Bridal Mask' and fights the unjust regime."
Bride of the Century,"['mystery', 'comedy', 'romance', 'supernatural']","['arranged marriage', 'rich man/poor woman', 'rich male lead', 'orphan female lead', 'strong female lead', 'star crossed lovers', 'doppelganger', 'double identity', 'love/hate relationship', 'love triangle ']",16,22-Feb-14,12-Apr-14,"['friday', 'saturday']",['TV Chosun'],67,7.9,12621,2031,354,15+ - Teens 15 or older,"24,611","['Yang  Jin Sung', 'Lee Hong Ki', 'Sung Hyuk', 'Lee Hee Won', 'Shin Eun Jung', 'Choi Il Hwa']",['Viki'],7,518,"The Taeyang Corporation is the largest conglomerate in South Korea. The family that runs Taeyang has been under a curse for hundred years that the first bride of the eldest son will always die. Under this situation, a love like fairy tale occurs while conspiracies run rampant. The drama will focus on self-discovery and the search for sincere love. ~ Drama Wiki"
Bride of the Sun,"['romance', 'drama', 'family']",['soap opera '],112,24-Oct-11,30-Mar-12,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],37,7,51,75364,10771,Not Yet Rated,363,"['Han Jin Hee', 'Jang Shin Young', 'Jung Eun Woo', 'Maeng Sang Hoon', 'Son Byung Ho', 'Park Seul Ki']",[],N/A,N/A,N/A
Brilliant Heritage,"['comedy', 'romance', 'family', 'melodrama']","['multiple couples', 'money-obsession', 'second chance', 'death of a mother', 'big family', 'soap opera', 'death', 'contract relationship ']",122,20-Apr-20,9-Oct-20,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS1'],30,7.4,202,68831,7432,15+ - Teens 15 or older,724,"['Park In Hwan', 'Kang Se Jung', 'Shin Jung Yoon', 'Kang Shin Jo', 'Lee Ah Hyun', 'Nam Sung Jin']",['Viki'],7.9,16,A warm and educational family drama about a 33 year-old unmarried woman conspires to marry a millionaire in his 80s and looking for family love with his four handsome sons.
Brilliant Legacy,"['comedy', 'romance', 'family', 'melodrama']","['multiple couples', 'money-obsession', 'second chance', 'death of a mother', 'big family', 'soap opera', 'death', 'contract relationship ']",122,20-Apr-20,9-Oct-20,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS1'],30,7.4,202,68831,7432,15+ - Teens 15 or older,724,"['Park In Hwan', 'Kang Se Jung', 'Shin Jung Yoon', 'Kang Shin Jo', 'Lee Ah Hyun', 'Nam Sung Jin']",['Viki'],N/A,N/A,N/A
"Bring It On, Ghost","['horror', 'comedy', 'romance', 'supernatural']","['ghost', 'ghost-seeing male lead', 'strong female lead', 'exorcism', 'strong male lead', 'interspecies romance', 'nice male lead', 'badass female lead', 'adapted from a webtoon', 'sassy female lead ']",16,11-Jul-16,30-Aug-16,"['monday', 'tuesday']",['tvN'],60,8.2,31842,966,70,15+ - Teens 15 or older,"64,773","['Ok Taec Yeon', 'Kim So Hyun', 'Kwon Yool', 'Kim  Sang Ho', 'David Lee', 'Kang Ki Young']","['Viki', 'K-DRAMA', 'WeTV']",7.6,"2,590","A cohabitation comedy about a ghost of a high school girl who has been dead for 5 years and an exorcist college boy with the ability to see and hear ghosts. What he's discovered over the years is that he can touch them and fight them off, so when he's in need of a part-time job and can't find one that pays well enough, he starts putting ads online as an exorcist for hire. His ad: ""Will face off with your ghosts. Chances of winning: virgin ghosts 80%, bachelor ghosts 40%, child ghosts 97%, the rest 50%."" One night he goes out on the job and faces off with a schoolgirl ghost, and during the fight, they accidentally kiss and sparks fly.

—MyDramaList"
Bubble Gum,"['comedy', 'romance', 'drama']","[""childhood friends' relationship"", 'korean medicine doctor', 'radio personality', 'childhood connection', 'ex-boyfriend comes back', 'male chases female first', 'nice male lead', 'slow burn romance', 'family', 'friendship ']",16,26-Oct-15,15-Dec-15,"['monday', 'tuesday']",['tvN'],60,7.3,3532,4938,844,15+ - Teens 15 or older,"12,414","['Jung Ryeo Won', 'Lee Dong Wook', 'Lee Jong Hyuk', 'Park Hee Bon', 'Bae Jong Ok', 'Kim Jung Nan']",[],N/A,N/A,N/A
Bubbly Lovely,"['business', 'romance', 'drama', 'melodrama']","['obsessive female lead', 'single mother', 'heart transplant', 'disapproving parent', 'deception', 'jealousy', 'mother-son relationship', 'death', 'family pressure', 'forgiveness ']",120,28-Nov-16,2-Jun-17,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],35,7.4,202,69881,6126,15+ - Teens 15 or older,"1,014","['Wang Ji Hye', 'Kang Eun Tak', 'Gong Hyun Joo', 'Kim Min Soo', 'Kim Hye Ri', 'Kim Yoon Kyung']",[],N/A,N/A,N/A
Bulgasal: Immortal Souls,"['thriller', 'mystery', 'drama', 'fantasy']","['curse', 'reincarnation', 'revenge', 'immortal', 'hidden identity', 'found family', 'suspense', 'dark fiction', 'grudge', 'death ']",16,18-Dec-21,6-Feb-22,"['saturday', 'sunday']","['Netflix', 'tvN']",75,8.3,7227,679,563,15+ - Teens 15 or older,"17,526","['Lee Jin Wook', 'Kwon Na Ra', 'Lee Joon', 'Gong Seung Yeon', 'Jung Jin Young', 'Kim Woo Seok']","['TVING', 'Netflix']",N/A,N/A,N/A
Business Proposal,"['comedy', 'romance', 'drama']","['boss-employee relationship', 'secondary couple', 'cheerful female lead', 'fake identity', 'blind date', 'contract relationship', 'sismance', 'double identity', 'company president (ceo) male lead', 'rich male lead ']",12,28-Feb-22,5-Apr-22,"['monday', 'tuesday']","['Netflix', 'SBS']",60,8.7,47229,123,58,15+ - Teens 15 or older,"69,893","['Ahn Hyo Seop', 'Kim Se Jeong', 'Kim Min Gue', 'Seol In Ah', 'Lee Deok Hwa', 'Choi Byung Chan']",['Netflix'],N/A,N/A,N/A
Café Minamdang,"['mystery', 'comedy']","['adapted from a web novel', 'eccentric female lead', 'fraud', 'investigation', 'prosecutor supporting character', 'former detective supporting character', 'police inspector supporting character', 'police inspector female lead', 'barista supporting character', 'chief of police supporting character ']",18,27-Jun-22,23-Aug-22,"['monday', 'tuesday']","['KBS2', 'Netflix']",70,8.1,1988,1345,711,15+ - Teens 15 or older,"14,330","['Seo In Guk', 'Oh Yeon Seo', 'Kwak Shi Yang', 'Kang Mi Na', 'Won Hyun Joon', 'Baek Seo Hoo']",['Netflix'],N/A,N/A,N/A
Call My Agent!,"['comedy', 'romance', 'drama']","['non-mdl remake', 'workplace setting', 'workaholic female lead', 'office worker female lead', 'office worker male lead', 'talent agent female lead', 'talent agent male lead', 'team leader female lead', 'team leader male lead', 'hot-tempered female lead ']",16,N/A,N/A,N/A,"['Netflix', 'tvN']",N/A,N/A,N/A,99999,99999,15+ - Teens 15 or older,241,"['Lee Seo Jin', 'Kwak Sun Young', 'Seo Hyun Woo', 'Joo Hyun Young', 'Shin Hyun Seung']",[],N/A,N/A,N/A
"Can We Fall in Love, Again?","['romance', 'drama', 'family']","[""school friends' relationship"", 'nice ex-husband', 'first love returns', 'divorced female lead', 'carreer female lead', 'damsel in distress', 'evil mother-in-law', 'multiple mains', 'teenage pregnancy', 'mother-son relationship ']",20,6-Jan-14,11-Mar-14,"['monday', 'tuesday']",['jTBC'],60,7.3,1063,4793,3177,15+ - Teens 15 or older,"2,710","['Eugene', 'Uhm Tae Woong', 'Kim Yoo Mi', 'Choi Jung Yoon', 'Kim Sung Soo', 'Park Min Woo']",['Viki'],N/A,N/A,N/A
Can We Get Married?,"['romance', 'life', 'drama', 'family']","['bickering couple', 'family pressure', 'marriage', 'secondary couple', 'steamy kiss', 'mother-daughter relationship', 'sexual content', 'multiple couples', 'love/hate relationship', 'unrequited love ']",20,29-Oct-12,1-Jan-13,"['monday', 'tuesday']",['jTBC'],56,7.1,2986,5557,1271,15+ - Teens 15 or older,"8,076","['Jung So Min', 'Sung Joon', 'Hwang Jae Won', 'Lee Mi Sook', 'Han Groo', 'Kim Young Kwang']","['Apple TV', 'Viki']",6.5,117,"The drama revolves around a mother who gets involved in her daughters' marriages which causes more harm than good. Deul Ja (Lee Mi Sook) is a strong, meddling mother with daughters to marry off. She owns a cosmetics store and raises her two daughters on her own. She considers money the most valuable thing in the world - which makes her single-minded in the pursuit of prospective son-in-laws. Her own marriage experience was unhappy, so she's set on making sure it's different for her children. She marries off the elder daughter to a doctor, then turns her attention to the younger daughter, Hye Yoon (Jung So Min) but only to have the daughter reveal that she wants marry to an ordinary salary man, Jung Hoon (Sung Joon).

—Koreandrama.org"
