kdrama_name,imdb_rating,imdb_users,imdb_description
Lawless Lawyer,7.6,"1,840","A ""gangster lawyer"" who doesn't trust the law and feels free to use his fists. He takes advantage of loopholes in the law and boasts an excellent win rate. Other lawyers may consider the legal code sacred, but he considers it more of a tool ""like an appliance user manual."" He fights against those in absolute power, standing all alone in the world, driven solely by the thought of avenging his mother."
Left-Handed Wife,6.3,18,"Lee Soo Ho and Oh San Ha are deeply in love. They have their wedding and go on a honeymoon. During their honeymoon, Soo Ho has an accident and loses his memory. Meanwhile, San Ha does not know what happened to her husband and tries to find him. A conspiracy lurks beneath."
Legal High,7.6,100,"A story of two completely different lawyers. Go Tae Rim is a lawyer with a 100 percent success rate who knows how to play with the law, and Seo Jae In is a rookie lawyer who believes in the law and justice."
Less Than Evil,7.6,94,"It is a crime drama about the psychological games between a detective with a strong sense of justice but tormented by the crimes he solves, and a genius woman who is insensitive to her own death. ~~ A remake of the UK series ""Luther""."
Let Me Be Your Knight,7.5,166,"The drama will be a story of romance and healing between one of the world's greatest idols who is suffering from somnambulism and the doctor who is secretly treating him. Yoon Tae In is an untouchable idol star who is loved all around the world, and a musical genius who believes he is the center of the universe.

—mydramalist"
Let Me Introduce Her,7.3,62,Ji Eun Han loses her memory after a facial reconstruction surgery. Han Kang Woo is her plastic surgeon and helps her. She faces strange revelations during the process.
Let's Eat,7.7,614,"Four single people: happily divorced paralegal Lee Soo-kyung (Lee Soo-kyung), mysterious gourmand Goo Dae-young (Yoon Doo-joon), design student and former rich girl Yoon Jin-yi (Yoon So-hee), and petty lawyer Kim Hak-moon (Shim Hyung-tak). Who enjoy living alone, except for that pesky problem that dining out is not designed for one. At Jin-yi's request, she, Soo-kyung and Dae-young start eating out together and thus get involved in each other's lives."
Level Up,6.6,186,"Ahn Dan Te is the ace director of Yoo Seong CRC, a company specializing in restructuring. He is a true ""cold city man"" of this era with a poker face that doesn't express emotions, perfect workmanship, and cold-blooded harshness. Shin Yeon Hwa is the chief development officer of the dying game company Joy Buster, who teams up with Ahn Dan Te. She will start to develop a new game to satisfy him, but they will end up quarreling, creating a lovable comedy for the viewers. The drama between cold Ahn Dan Te and passionate Shin Yeon Hwa will double the excitement by stirring up an odd chemistry.

—Soompi"
Leverage,7.6,124,The series follows the story of a former insurance investigator who forms a team of thieves and con artists to catch the real bad guys.
Lie to Me,7.1,"1,362","Jealous when her friend steals and marries her first love, a woman lies that she too is married. The lie ensnares a hotel president who goes along with the lie for his own reasons. Will the lie become reality?"
Life,7.5,739,A medical drama that depicts the power struggles and human stories that take place within a university hospital.
Life Is Beautiful,8.2,54,"The story of a Korean family living on Jeju Island, viewed through the eyes of its multiple generations."
Life on Mars,8.1,816,"While investigating a serial murder case, Han Tae Joo gets into an incident. When he wakes up, he finds himself back in 1987. To get back to his present world, he must solve the murder case."
Lights and Shadows,7.6,7,"This historical dramatization traces the rise of Kang Ki Tae (Ahn Jae Wook), largely considered Korea's first superstar entertainer. As the son of a rich business owner, Ki Tae discovers early on that he'd much rather goof off than work in one of his father's cinemas. The rascally Ki Tae ""borrows"" money from his dad and runs off to finance his future in film. From Ki Tae's early, humble days on an American military base stage, to his meteoric rise from the 1960's through present day, this drama navigates beyond the smokes and mirrors and fleshes out an inspiring, true story."
"Link: Eat, Love, Kill",7.4,573,A crime mystery thriller fantasy about a man and woman sharing same emotions. Gye Hoon is a chef whose twin sister went missing. Now he finds his random emotions connected with a girl named Da Hyun.
Live,8.3,"1,296","The drama revolves around the incidents that occur among the police force and the joy, sorrow, and pain that police officers experience as they try to protect justice."
Live On,7.4,317,"The story of Baek Ho Rang who joins the broadcasting club of her high school, led by Go Eun Taek, in order to find out who is the person trying to reveal her secret."
Live Up to Your Name,8,"1,335","The best acupuncturist of Joseon, Heo Im, finds himself traveling 400 years into the future, where he meets Choi Yeon Kyung, doctor in a modern hospital. Though impressed by her, differences in their methods and priorities make them clash."
Local Hero,7.3,100,"Baek Shi-Yoon is an ex-secret agent. He is a well-trained human weapon. Hiding his past, he buys the bar ""Neighborhood"", runs it is as owner and meets a young man who wants to become a police officer. Later they fight together against evil.

—AsianWiki.com"
Lost,8.3,310,A forty year old woman who feels like she has not accomplished anything in life and a twenty-seven year old man who's frightened of himself.
Love Again,5.7,7,"Can you escape the difficulties of your current life by returning to a more innocent area of your heart? A group of grade school friends hold a reunion after 30 years. Lee Tae Jin (Choi Cheol Ho) is a magazine editor who is separated from his wife and learns that he has a terminal illness. He wants to see his grade school friends again so he organizes a reunion. It may be specifically to see Im Ji Hyun (Kim Ji Soo), whom he has always liked, and Seo Young Wook (Ryu Jung Han), his biggest rival and friend. Ji Hyun has been going through a tough time since her husband lost his job, and she has been working at a hospital cafeteria to help support her family."
Love Alarm,6.8,"5,630","In a world where an app alerts people if someone in the vicinity likes them, Kim Jojo experiences young love while coping with personal adversities."
Love All Play,7.7,409,"A sports romance drama that depicts the passion and affection for badminton of a male and female protagonist who is a mixed doubles group with players from the badminton business team. Park Tae-Yang was a promising badminton athlete. Due to an incident, she left the sport of badminton. 3 year later, she decides to join the badminton team Eunice. Her life once revolved entirely around badminton and now she returns to the sport that she dreamed of playing. Park Tae Joon, who naturally wound up in the world of badminton because of his parents' badminton equipment business. Although he had begun to see the sport as work, his passion for badminton is reignited due to a desire to impress a woman. He gets cut by the city hall team and signs with team Eunice. There, Park Tae-Joon meets Park Tae-Yang.

—AsianWiki, Naver"
